Date,pred
2010/2/4,0.9641121625900269
2010/2/5,0.9804116487503052
2010/2/9,0.9348400831222534
2010/2/24,0.8291594684123993
2010/2/25,0.807923436164856
2010/3/11,0.9803909063339232
2010/3/25,0.8838292360305786
2010/4/8,0.9811733961105348
2010/4/9,0.5965820997953415
2010/4/12,0.7667011022567749
2010/4/16,0.9584717154502868
2010/4/28,0.977420449256897
2010/4/29,-0.2881631255149841
2010/4/30,-0.9084789380431176
2010/5/10,0.7947120666503906
2010/5/12,0.4830161929130554
2010/5/13,0.7097476720809937
2010/5/17,0.9689959287643432
2010/5/18,0.9746435880661012
2010/6/1,0.9731626510620116
2010/6/2,-0.7640199661254883
2010/6/4,0.1064628362655639
2010/6/17,0.909370481967926
2010/6/18,0.7825180292129517
2010/6/28,0.9285969734191896
2010/7/5,0.7349645495414734
2010/7/8,-0.1191252991557121
2010/7/9,0.2612526416778564
2010/7/12,0.7319605350494385
2010/7/16,0.9735748767852784
2010/7/22,0.8633588552474976
2010/7/26,0.9761010408401488
2010/7/28,0.8087078332901001
2010/7/29,0.9461768865585328
2010/7/30,0.9380837678909302
2010/8/9,0.8507766723632812
2010/8/13,0.2692757844924927
2010/8/16,0.9823557138442992
2010/8/19,0.979392965634664
2010/8/20,0.2913687229156494
2010/8/23,0.8679261207580566
2010/9/1,0.9761803150177002
2010/9/3,0.8695797920227051
2010/9/7,0.9587199687957764
2010/9/14,0.9827280044555664
2010/9/16,0.9232537746429444
2010/9/17,0.8056159019470215
2010/9/20,0.9414557218551636
2010/9/21,0.8415511846542358
2010/9/27,0.9690004289150238
2010/9/28,0.9809232950210572
2010/9/30,0.9605879783630372
2010/10/8,0.9470974206924438
2010/10/12,0.9497070908546448
2010/10/13,0.9626748561859132
2010/10/14,0.7896124124526978
2010/10/15,0.9459172487258912
2010/10/27,0.9833906888961792
2010/10/28,0.9563993215560912
2010/11/2,0.0252691507339477
2010/11/12,0.8707550764083862
2010/11/17,0.9752469062805176
2010/11/18,0.8457244634628296
2010/11/19,0.1523760706186294
2010/11/22,0.9737250804901124
2010/11/29,0.5767167806625366
2010/12/2,0.4020559787750244
2010/12/3,0.8016176223754883
2010/12/9,0.4665323893229167
2010/12/10,0.9815406799316406
2010/12/13,0.8456171751022339
2010/12/15,0.9552085399627686
2010/12/16,0.978484272956848
2010/12/17,0.9121881723403932
2010/12/21,0.9150570034980774
2010/12/22,0.6849709153175354
2010/12/23,0.9382959604263306
2010/12/24,0.9743330478668212
2010/12/28,0.7619867324829102
2010/12/29,0.9741894006729126
2011/1/5,0.7803250849246979
2011/1/7,0.955663561820984
2011/1/11,0.4122449159622192
2011/1/13,0.5306315422058105
2011/1/17,0.8660096526145935
2011/1/20,0.9538511633872986
2011/1/24,0.5904703140258789
2011/1/25,0.9758530855178832
2011/1/26,0.9274448156356812
2011/1/27,0.3003526528676351
2011/1/28,0.8639690160751343
2011/1/31,0.9776833057403564
2011/2/1,0.9798587560653688
2011/2/9,0.9707729816436768
2011/2/10,0.4079993963241577
2011/2/11,0.919896125793457
2011/2/14,0.9828917980194092
2011/2/15,0.9826931357383728
2011/2/16,0.6806971430778503
2011/2/17,0.6790629625320435
2011/2/18,0.966233730316162
2011/2/22,0.8458063999811808
2011/2/23,0.9725244045257568
2011/2/25,0.9273241758346558
2011/2/28,0.9697787761688232
2011/3/1,0.1442172527313232
2011/3/7,0.6615364154179891
2011/3/10,0.9719637036323548
2011/3/11,0.9512300491333008
2011/3/15,0.9748234748840332
2011/3/16,0.8544040123621622
2011/3/17,0.9795540571212769
2011/3/18,0.9445121799196516
2011/3/21,0.5684026479721069
2011/3/22,0.9671491980552672
2011/3/23,0.8800768256187439
2011/3/28,0.1613935083150863
2011/3/31,0.9779483079910278
2011/4/1,0.8725073337554932
2011/4/6,0.4509904781977336
2011/4/7,-0.5079383254051208
2011/4/8,0.5927224159240723
2011/4/11,0.37667977809906
2011/4/12,0.4421236515045166
2011/4/13,0.7269729375839233
2011/4/15,0.9761475324630736
2011/4/18,0.9761775732040404
2011/4/19,0.9811184406280518
2011/4/20,0.8944409886995951
2011/4/21,0.9762948751449584
2011/4/22,0.8308025002479553
2011/4/25,0.4147669076919555
2011/4/26,0.7134366035461426
2011/4/28,0.9772313833236694
2011/4/29,0.1236692865689595
2011/5/3,-0.0369968712329864
2011/5/4,0.5536587834358215
2011/5/5,0.5772887269655863
2011/5/6,0.977265477180481
2011/5/13,0.2351789027452469
2011/5/16,0.8920522928237915
2011/5/18,-0.5710477530956268
2011/5/19,0.9487320184707642
2011/5/20,0.9793026447296144
2011/5/23,0.9807474613189696
2011/5/25,0.982056736946106
2011/5/27,0.0215414017438888
2011/5/30,0.938937932252884
2011/5/31,0.3698928244411945
2011/6/1,0.0599185153841972
2011/6/2,0.9787575602531432
2011/6/3,0.97888445854187
2011/6/7,0.5259392023086548
2011/6/8,0.9428584337234496
2011/6/9,0.9753568768501282
2011/6/10,0.9521251916885376
2011/6/13,0.6567112720674939
2011/6/14,0.5730029463768005
2011/6/15,0.0010798871517181
2011/6/16,0.53056908523043
2011/6/17,0.3654705733060837
2011/6/20,0.932924509048462
2011/6/21,0.2784938017527262
2011/6/23,0.9380881190299988
2011/6/24,0.2263505220413208
2011/6/27,0.9693351984024048
2011/6/28,0.821539825626782
2011/6/29,0.8169968979699271
2011/6/30,0.8866917292277018
2011/7/1,0.0308903530240058
2011/7/5,0.8260741829872131
2011/7/7,0.4066137075424194
2011/7/8,0.8739654421806335
2011/7/11,0.9555333256721495
2011/7/14,0.9222333431243896
2011/7/15,0.9419413407643636
2011/7/20,0.3972461571296056
2011/7/21,-0.4229106307029724
2011/7/22,0.8909990390141805
2011/7/25,0.9090646505355836
2011/7/26,0.9766294956207277
2011/7/27,0.2843755781650543
2011/7/28,0.9833296537399292
2011/7/29,0.9734945297241212
2011/8/3,0.5022941827774048
2011/8/4,0.9743819236755372
2011/8/10,-0.0264073748673711
2011/8/11,0.8577325514384678
2011/8/12,-0.2303023934364318
2011/8/15,0.2067621797323227
2011/8/16,0.9386217594146729
2011/8/24,0.962028980255127
2011/8/25,0.5131652355194092
2011/8/26,0.3409150242805481
2011/8/29,0.7286535501480103
2011/8/30,0.041780175641179
2011/8/31,0.8576357364654541
2011/9/1,0.7180150151252747
2011/9/2,0.95721435546875
2011/9/5,0.7025938332080841
2011/9/6,0.713800311088562
2011/9/8,0.959529995918274
2011/9/9,0.979091227054596
2011/9/14,0.7290337085723877
2011/9/15,0.4528475105762481
2011/9/16,0.5205429792404175
2011/9/19,0.9485077261924744
2011/9/20,0.9832760095596312
2011/9/22,0.9503881931304932
2011/9/23,0.97097114721934
2011/9/26,0.9188819527626038
2011/9/27,0.667769193649292
2011/9/28,0.9775807857513428
2011/9/29,0.5816195805867513
2011/9/30,0.9793959856033324
2011/10/10,0.1241208016872406
2011/10/12,-0.0706359644730885
2011/10/14,0.8568387508392334
2011/10/17,0.8932633399963379
2011/10/19,0.8746726512908936
2011/10/20,0.8952682018280029
2011/10/21,0.6518194675445557
2011/10/24,0.8927981853485107
2011/10/27,0.0107530243694782
2011/10/28,0.8292439460754395
2011/10/31,0.9180692434310912
2011/11/1,-0.5926032662391663
2011/11/2,0.9408645629882812
2011/11/3,0.6733603477478027
2011/11/4,0.9296615521113076
2011/11/7,0.6757830381393433
2011/11/8,0.8567870855331421
2011/11/9,0.9380209147930144
2011/11/10,0.975511113802592
2011/11/11,0.9779647588729858
2011/11/15,-0.2224387526512146
2011/11/16,0.7902464389801025
2011/11/17,0.9341568152109782
2011/11/18,0.2353892028331756
2011/11/21,0.7872169812520345
2011/11/22,-0.0505047440528869
2011/11/23,0.8699867924054464
2011/11/24,0.0417376160621643
2011/11/28,0.9517488479614258
2011/11/29,0.9723688364028932
2011/12/1,0.8472142219543457
2011/12/2,0.9523184696833292
2011/12/6,0.968131184577942
2011/12/7,0.9781193733215332
2011/12/8,0.9706220626831056
2011/12/9,0.971915602684021
2011/12/12,0.9663068056106568
2011/12/13,0.7513301372528076
2011/12/14,0.896730899810791
2011/12/15,0.9530998468399048
2011/12/19,0.0287373065948486
2011/12/20,0.4704369306564331
2011/12/22,0.9275274276733398
2011/12/23,0.8580759763717651
2011/12/26,0.928214430809021
2011/12/28,0.813937783241272
2011/12/29,0.973331332206726
2011/12/30,0.9780125617980956
2012/1/4,0.8424050807952881
2012/1/17,0.7403429746627808
2012/1/19,-0.045086125532786
2012/1/20,0.254389140341017
2012/1/30,0.748750646909078
2012/1/31,0.8648569583892822
2012/2/1,0.7972646951675415
2012/2/3,0.9567430019378662
2012/2/6,0.9723327159881592
2012/2/7,0.9621257781982422
2012/2/8,0.5293790102005005
2012/2/9,0.6511871019999186
2012/2/14,0.665014902750651
2012/2/15,0.4413129538297653
2012/2/16,0.8532809615135193
2012/2/17,0.8772816061973572
2012/2/20,0.7879905104637146
2012/2/23,0.254138320684433
2012/2/24,0.9799311757087708
2012/3/1,0.581021785736084
2012/3/6,0.9356133937835692
2012/3/7,0.9723948240280152
2012/3/8,0.9741005897521972
2012/3/9,0.7847829659779867
2012/3/12,0.9230122566223145
2012/3/13,0.8046631813049316
2012/3/14,0.9464678764343262
2012/3/16,0.9508056640625
2012/3/19,0.9503977298736572
2012/3/26,0.9748992919921876
2012/3/27,0.8116500377655029
2012/3/28,0.2293019294738769
2012/3/29,0.6855601668357849
2012/3/30,0.9195256233215332
2012/4/6,0.9800269603729248
2012/4/9,0.9807066917419434
2012/4/10,0.9774055480957032
2012/4/12,-0.0587556660175323
2012/4/18,0.7048550844192505
2012/4/19,0.920263687769572
2012/4/20,0.7420728206634521
2012/4/23,0.8526396155357361
2012/4/24,0.9032431046168008
2012/4/25,0.7568016648292542
2012/4/26,0.9677419662475586
2012/4/27,0.8252484202384949
2012/5/2,0.974567413330078
2012/5/4,0.9761137962341307
2012/5/7,0.878584909439087
2012/5/8,0.974514365196228
2012/5/9,0.8377707004547119
2012/5/11,0.954502781232198
2012/5/14,0.8488792777061462
2012/5/15,0.8386867642402649
2012/5/16,0.7295461297035217
2012/5/18,0.8122176885604858
2012/5/21,0.9079785346984864
2012/5/23,0.8785017132759094
2012/5/28,0.5322866320610047
2012/5/29,0.5938297659158707
2012/5/30,0.2299327254295349
2012/5/31,0.9568393230438232
2012/6/1,0.5948625802993774
2012/6/6,0.8233376741409302
2012/6/7,0.9559424817562104
2012/6/11,0.474217136700948
2012/6/12,0.0887603759765625
2012/6/13,0.8703663150469462
2012/6/14,0.9481822848320008
2012/6/15,0.9542765617370604
2012/6/18,0.8417738974094391
2012/6/20,0.8914898633956909
2012/6/21,0.9600906372070312
2012/6/25,0.9601800441741944
2012/6/26,0.7176454464594523
2012/6/28,0.926438570022583
2012/6/29,0.9459246695041656
2012/7/2,0.7888059616088867
2012/7/4,0.7836868166923523
2012/7/5,0.946962833404541
2012/7/6,0.5195126533508301
2012/7/10,0.8020594517389933
2012/7/11,0.9420469999313354
2012/7/12,-0.5034632980823517
2012/7/13,-0.9004235044121742
2012/7/16,0.24332020804286
2012/7/17,0.3652704656124115
2012/7/18,0.7945871949195862
2012/7/19,0.9429893493652344
2012/7/20,0.4555727243423462
2012/7/23,0.4651058117548625
2012/7/24,0.3024230003356933
2012/7/25,0.9808461666107178
2012/7/30,0.9260618686676024
2012/7/31,0.9581193923950196
2012/8/9,0.8800029754638672
2012/8/17,-0.4313209056854248
2012/8/22,0.5913435618082682
2012/8/23,0.0753958175579706
2012/8/27,0.7916123867034912
2012/8/28,0.9611437320709229
2012/8/31,0.0337229073047637
2012/9/5,0.9825989007949828
2012/9/10,0.9715956449508668
2012/9/11,0.2613804936408996
2012/9/14,0.9738305807113647
2012/9/17,-0.4598621726036072
2012/9/19,0.9385143518447876
2012/9/20,0.938368797302246
2012/9/21,0.8933589458465576
2012/9/24,0.1115304231643676
2012/10/8,0.4679037868976593
2012/10/9,-0.138237003237009
2012/10/10,0.0960446298122406
2012/10/11,0.6920090913772583
2012/10/12,0.8632664978504181
2012/10/15,0.6151650051275889
2012/10/16,0.3932155533270402
2012/10/17,0.5682370407240731
2012/10/18,-0.1532854884862899
2012/10/19,0.777251124382019
2012/10/22,0.9795132875442504
2012/10/25,0.2132999300956726
2012/10/26,0.700459361076355
2012/10/29,0.8886815905570984
2012/10/30,0.9717323780059814
2012/10/31,0.5033743567764759
2012/11/5,0.9159215688705444
2012/11/7,0.1221250295639038
2012/11/8,0.9581193923950196
2012/11/9,0.893879234790802
2012/11/13,0.8849105834960938
2012/11/14,0.981076955795288
2012/11/16,0.9632141590118408
2012/11/19,0.5431177020072937
2012/11/21,0.9779635667800904
2012/11/26,0.769362211227417
2012/11/27,0.9111114740371704
2012/11/29,0.8372517824172974
2012/12/3,0.8767468929290771
2012/12/4,0.7943630814552307
2012/12/5,0.7423641681671143
2012/12/6,0.9620653986930848
2012/12/13,0.4813534617424011
2012/12/14,0.9702963829040528
2012/12/18,-0.8423269838094711
2012/12/19,0.4358825882275899
2012/12/20,0.7672319412231445
2012/12/21,0.9626810550689696
2012/12/25,0.9752211570739746
2012/12/26,0.1148701906204223
2012/12/27,0.952012538909912
2012/12/28,0.7552415132522583
2012/12/31,0.3351947863896687
2013/1/7,0.8616431951522827
2013/1/9,0.6789659261703491
2013/1/10,0.9558091163635254
2013/1/14,0.9344093799591064
2013/1/16,0.9153469800949096
2013/1/17,0.9006403287251791
2013/1/18,0.5300527811050415
2013/1/21,0.3668943881988525
2013/1/22,0.585440436999003
2013/1/23,0.9074527025222778
2013/1/24,0.9581193923950196
2013/1/25,0.6386663913726807
2013/1/28,0.9675040245056152
2013/1/30,0.8725676238536835
2013/1/31,0.8377578258514404
2013/2/1,0.7053890228271484
2013/2/4,0.1619614958763122
2013/2/6,0.7984514236450195
2013/2/18,-0.8823505938053131
2013/2/19,-0.1313206702470779
2013/2/20,-0.5311776995658875
2013/2/21,0.974580943584442
2013/2/25,0.3609931319952011
2013/2/26,0.8245521783828735
2013/2/27,0.5102624893188477
2013/3/1,0.8106520473957062
2013/3/4,0.9675040245056152
2013/3/5,0.9259342749913534
2013/3/6,0.6418272938047137
2013/3/7,0.9060041109720866
2013/3/8,0.9378459453582764
2013/3/11,0.6213908672332764
2013/3/12,0.1711042395659855
2013/3/13,-0.0104606077075004
2013/3/14,0.5532343669070138
2013/3/15,0.8656291564305624
2013/3/18,0.6462380935748419
2013/3/19,0.3095406208719526
2013/3/20,0.8419310535703387
2013/3/21,0.3963080942630768
2013/3/22,0.7546250720818838
2013/3/25,0.4921886920928955
2013/3/26,0.6019360678536552
2013/3/27,0.5227858586744829
2013/3/28,0.4053624478670267
2013/3/29,0.2997983917593956
2013/4/1,0.7453692609613592
2013/4/2,0.8122469514608384
2013/4/3,0.9431497812271118
2013/4/8,0.4228046139081319
2013/4/9,0.8292239010334015
2013/4/10,0.8798946993691581
2013/4/11,0.5529386599858602
2013/4/12,0.953316569328308
2013/4/15,-0.0042827054858207
2013/4/16,-0.5067260950803757
2013/4/17,0.7366331020991007
2013/4/18,0.5962164507557949
2013/4/19,0.5785086855292321
2013/4/22,0.6366881330808004
2013/4/23,0.4481555095740727
2013/4/24,0.700606392962592
2013/4/25,0.7717450857162476
2013/4/26,0.9391519270445172
