preds,targets,dates,close
0.5024165,1.0,2019/4/26,34.17
0.5105989,0.0,2019/4/29,33.85
0.5726204,0.0,2019/4/30,32.15
0.48749417,0.0,2019/5/6,28.94
0.50006837,1.0,2019/5/7,29.01
0.46922052,0.0,2019/5/8,28.89
0.4842957,0.0,2019/5/9,28.3
0.5059974,1.0,2019/5/10,30.88
0.502257,0.0,2019/5/13,30.21
0.5255604,0.0,2019/5/14,29.95
0.48474717,1.0,2019/5/15,30.51
0.48817354,0.0,2019/5/16,29.62
0.49968505,0.0,2019/5/17,28.5
0.49517295,0.0,2019/5/20,27.9
0.5111195,1.0,2019/5/21,29.2
0.50617796,1.0,2019/5/22,29.48
0.6164142,0.0,2019/5/23,28.24
0.49156407,1.0,2019/5/24,28.25
0.46956727,1.0,2019/5/27,29.29
0.5890351,1.0,2019/5/28,29.3
0.47805694,0.0,2019/5/29,29.16
0.50634766,0.0,2019/5/30,28.38
0.5037034,1.0,2019/5/31,28.76
0.50936234,1.0,2019/6/3,30.29
0.4649454,1.0,2019/6/4,30.5
0.5546535,1.0,2019/6/5,32.09
0.48149607,0.0,2019/6/6,29.78
0.5432589,1.0,2019/6/10,31.02
0.6320977,1.0,2019/6/11,31.62
0.4974195,0.0,2019/6/12,31.47
0.4764583,0.0,2019/6/13,31.22
0.49023527,0.0,2019/6/14,30.28
0.5075444,0.0,2019/6/17,29.92
0.5153873,1.0,2019/6/18,30.0
0.45851222,1.0,2019/6/19,30.97
0.4844316,1.0,2019/6/20,31.97
0.48864493,0.0,2019/6/21,31.93
0.46983808,0.0,2019/6/24,31.3
0.47891113,1.0,2019/6/25,31.58
0.4850803,0.0,2019/6/26,31.48
0.48398644,1.0,2019/6/27,32.81
0.4817527,0.0,2019/6/28,32.53
0.50207275,1.0,2019/7/1,33.9
0.47052062,1.0,2019/7/2,34.08
0.47389135,0.0,2019/7/3,33.2
0.5021143,1.0,2019/7/4,33.24
0.46376437,1.0,2019/7/5,33.28
0.48050293,0.0,2019/7/8,32.26
0.50223756,0.0,2019/7/9,32.18
0.453888,1.0,2019/7/10,32.44
0.49345675,0.0,2019/7/11,32.06
0.5292326,1.0,2019/7/12,32.2
0.49587202,1.0,2019/7/15,32.87
0.48747793,1.0,2019/7/16,32.93
0.46978146,0.0,2019/7/17,32.51
0.47064355,0.0,2019/7/18,31.36
0.4634028,0.0,2019/7/19,31.22
0.51792175,1.0,2019/7/22,31.28
0.4948894,1.0,2019/7/23,31.57
0.48071676,1.0,2019/7/24,32.71
0.5089529,1.0,2019/7/25,33.15
0.49307963,1.0,2019/7/26,33.4
0.5815409,0.0,2019/7/29,33.34
0.50953746,0.0,2019/7/30,33.33
0.5020296,0.0,2019/7/31,32.92
0.50268686,0.0,2019/8/1,32.73
0.49428105,0.0,2019/8/2,31.4
0.48455435,0.0,2019/8/5,31.13
0.49274245,0.0,2019/8/6,30.5
0.5314628,0.0,2019/8/7,30.17
0.534637,1.0,2019/8/8,30.24
0.48748025,0.0,2019/8/9,27.9
0.49286333,1.0,2019/8/12,28.75
0.53405863,0.0,2019/8/13,28.32
0.49967936,1.0,2019/8/14,28.67
0.4995746,0.0,2019/8/15,28.37
0.48268792,0.0,2019/8/16,28.18
0.50739074,1.0,2019/8/19,29.96
0.50958544,0.0,2019/8/20,29.85
0.50511986,1.0,2019/8/21,30.13
0.545931,0.0,2019/8/22,29.69
0.50967073,0.0,2019/8/23,29.24
0.5334351,0.0,2019/8/26,28.85
0.53192633,1.0,2019/8/27,29.71
0.48015407,1.0,2019/8/28,29.79
0.49257803,0.0,2019/8/29,29.18
0.46993393,0.0,2019/8/30,28.81
0.5319563,1.0,2019/9/2,29.36
0.54686505,1.0,2019/9/3,29.83
0.4902084,0.0,2019/9/4,29.6
0.5415935,1.0,2019/9/5,30.65
0.52710295,1.0,2019/9/6,33.49
0.5433418,1.0,2019/9/9,36.84
0.5052395,1.0,2019/9/10,36.93
0.51240456,0.0,2019/9/11,35.46
0.54120165,1.0,2019/9/12,35.74
0.5357464,0.0,2019/9/16,35.29
0.541972,0.0,2019/9/17,34.4
0.48969987,0.0,2019/9/18,34.02
0.5299353,1.0,2019/9/19,35.0
0.52916706,0.0,2019/9/20,34.4
0.5521731,0.0,2019/9/23,33.69
0.5063085,1.0,2019/9/24,34.53
0.55420846,0.0,2019/9/25,33.88
0.48581412,0.0,2019/9/26,32.61
0.5000459,1.0,2019/9/27,33.2
0.5337967,0.0,2019/9/30,32.01
0.49155992,0.0,2019/10/8,31.81
0.49792206,1.0,2019/10/9,32.15
0.5451468,1.0,2019/10/10,32.87
0.4811081,1.0,2019/10/11,32.9
0.49921843,1.0,2019/10/14,32.96
0.5159547,0.0,2019/10/15,32.05
0.54307956,0.0,2019/10/16,32.01
0.5166302,1.0,2019/10/17,32.16
0.49326146,1.0,2019/10/18,32.53
0.4916429,0.0,2019/10/21,31.98
0.50531334,1.0,2019/10/22,32.16
0.54549176,1.0,2019/10/23,32.32
0.50050545,0.0,2019/10/24,32.2
0.50886977,1.0,2019/10/25,33.35
0.50980693,1.0,2019/10/28,33.64
0.49500483,1.0,2019/10/29,33.74
0.5468795,0.0,2019/10/30,33.23
0.50652313,1.0,2019/10/31,33.4
0.49168715,1.0,2019/11/1,34.0
0.48461974,1.0,2019/11/4,34.48
0.48438856,0.0,2019/11/5,34.24
0.5135248,0.0,2019/11/6,33.22
0.501031,1.0,2019/11/7,33.33
0.53035605,0.0,2019/11/8,32.85
0.50914663,0.0,2019/11/11,32.37
0.49284527,1.0,2019/11/12,32.49
0.4969373,1.0,2019/11/13,32.56
0.51845723,1.0,2019/11/14,32.77
0.5085345,0.0,2019/11/15,31.34
0.5227286,1.0,2019/11/18,31.36
0.5044457,1.0,2019/11/19,31.89
0.53494203,0.0,2019/11/20,31.36
0.5117039,0.0,2019/11/21,31.09
0.5018229,0.0,2019/11/22,30.7
0.4918403,0.0,2019/11/25,30.41
0.54068464,0.0,2019/11/26,30.4
0.49390092,1.0,2019/11/27,30.46
0.536178,1.0,2019/11/28,30.65
0.5156818,1.0,2019/11/29,30.71
0.49973336,0.0,2019/12/2,30.57
0.5496875,1.0,2019/12/3,30.67
0.4987835,1.0,2019/12/4,31.18
0.5189094,1.0,2019/12/5,31.95
0.49872535,0.0,2019/12/6,31.91
0.5277989,0.0,2019/12/9,31.6
0.54323363,1.0,2019/12/10,32.08
0.49981213,0.0,2019/12/11,31.85
0.49765766,1.0,2019/12/12,32.85
0.55528384,1.0,2019/12/13,33.2
0.54205394,1.0,2019/12/16,33.55
0.5032702,1.0,2019/12/17,33.59
0.48936018,1.0,2019/12/18,34.25
0.5435175,1.0,2019/12/19,34.49
0.5408096,0.0,2019/12/20,33.37
0.4965866,0.0,2019/12/23,32.26
0.5445871,1.0,2019/12/24,33.12
0.51415116,1.0,2019/12/25,33.75
0.49518043,1.0,2019/12/26,33.9
0.52616435,0.0,2019/12/27,33.64
0.4924941,1.0,2019/12/30,34.35
